state,move
___X_____XO_X___OO_O__OXO_OX_XXX_XO_OOX_XO,4
___X_____XO_X___OO_O__OXO_OX_XXX_XO_OOXXXO,4
___X_____XO_X___OO_O__OXO_OX_XXXOXO_OOXXXO,1
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,4
____________________________________O_XX__,5
____________________________________O_XXO_,3
_______________________________X____O_XXO_,3
________________________O______X____O_XXO_,4
________________________O______XX___O_XXO_,5
________________________O______XXO__O_XXO_,5
________________________O_X____XXO__O_XXO_,4
________________________OOX____XXO__O_XXO_,3
_________________X______OOX____XXO__O_XXO_,4
_________________XO_____OOX____XXO__O_XXO_,4
___________X_____XO_____OOX____XXO__O_XXO_,1
___________X_____XO_____OOX__O_XXO__O_XXO_,1
___________X_____XO___X_OOX__O_XXO__O_XXO_,1
___________X___O_XO___X_OOX__O_XXO__O_XXO_,6
___________X___O_XO___X_OOX__O_XXO__O_XXOX,5
___________X___O_XOO__X_OOX__O_XXO__O_XXOX,6
___________X___O_XOO__X_OOX__O_XXOX_O_XXOX,3
__________OX___O_XOO__X_OOX__O_XXOX_O_XXOX,4
____X_____OX___O_XOO__X_OOX__O_XXOX_O_XXOX,5
____X_____OXO__O_XOO__X_OOX__O_XXOX_O_XXOX,5
____XX____OXO__O_XOO__X_OOX__O_XXOX_O_XXOX,3
___OXX____OXO__O_XOO__X_OOX__O_XXOX_O_XXOX,0
___OXX____OXO__O_XOO__X_OOX__O_XXOXXO_XXOX,1
___OXX__O_OXO__O_XOO__X_OOX__O_XXOXXO_XXOX,0
___OXX__O_OXO__O_XOO__X_OOX_XO_XXOXXO_XXOX,1
_O_OXX__O_OXO__O_XOO__X_OOX_XO_XXOXXO_XXOX,6
_O_OXX__O_OXO__O_XOO__X_OOXXXO_XXOXXO_XXOX,6
_O_OXX__O_OXO__O_XOOO_X_OOXXXO_XXOXXO_XXOX,0
_O_OXX__O_OXO__O_XOOOXX_OOXXXO_XXOXXO_XXOX,0
_O_OXX__O_OXO_OO_XOOOXX_OOXXXO_XXOXXO_XXOX,0
_O_OXX_XO_OXO_OO_XOOOXX_OOXXXO_XXOXXO_XXOX,6
_O_OXX_XO_OXOOOO_XOOOXX_OOXXXO_XXOXXO_XXOX,6
_O_OXXXXO_OXOOOO_XOOOXX_OOXXXO_XXOXXO_XXOX,0
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,2
_______________________________O_____OXX__,6
_______________________________O_____OXX_X,5
_______________________________O_____OXXOX,3
________________________X______O_____OXXOX,2
________________________X_____OO_____OXXOX,4
________________________X_____OOX____OXXOX,4
________________________XO____OOX____OXXOX,3
_________________X______XO____OOX____OXXOX,2
_________________X_____OXO____OOX____OXXOX,2
________________XX_____OXO____OOX____OXXOX,4
________________XXO____OXO____OOX____OXXOX,3
__________X_____XXO____OXO____OOX____OXXOX,3
___O______X_____XXO____OXO____OOX____OXXOX,4
___O______XX____XXO____OXO____OOX____OXXOX,4
___OO_____XX____XXO____OXO____OOX____OXXOX,1
___OO_____XX____XXO____OXO____OOX___XOXXOX,5
___OO_____XX____XXO____OXO____OOXO__XOXXOX,1
___OO_____XX____XXO____OXO___XOOXO__XOXXOX,1
___OO_____XX____XXO___OOXO___XOOXO__XOXXOX,6
___OO_____XX____XXO___OOXO___XOOXOX_XOXXOX,6
___OO_____XX____XXO___OOXO_O_XOOXOX_XOXXOX,6
___OO_____XX____XXO_X_OOXO_O_XOOXOX_XOXXOX,5
___OO_____XX____XXO_X_OOXOOO_XOOXOX_XOXXOX,5
___OO_____XX____XXOXX_OOXOOO_XOOXOX_XOXXOX,2
___OO____OXX____XXOXX_OOXOOO_XOOXOX_XOXXOX,6
___OO____OXX_X__XXOXX_OOXOOO_XOOXOX_XOXXOX,5
___OO____OXXOX__XXOXX_OOXOOO_XOOXOX_XOXXOX,5
___OOX___OXXOX__XXOXX_OOXOOO_XOOXOX_XOXXOX,0
___OOX___OXXOX__XXOXX_OOXOOO_XOOXOXOXOXXOX,0
___OOX___OXXOX__XXOXX_OOXOOOXXOOXOXOXOXXOX,2
__OOOX___OXXOX__XXOXX_OOXOOOXXOOXOXOXOXXOX,0
__OOOX___OXXOX__XXOXXXOOXOOOXXOOXOXOXOXXOX,0
__OOOX___OXXOXO_XXOXXXOOXOOOXXOOXOXOXOXXOX,0
__OOOX_X_OXXOXO_XXOXXXOOXOOOXXOOXOXOXOXXOX,1
__OOOX_X_OXXOXOOXXOXXXOOXOOOXXOOXOXOXOXXOX,1
__________________________________________,2
_____________________________________X____,3
_____________________________________XO___,2
______________________________X______XO___,2
_______________________O______X______XO___,3
_______________________O______XX_____XO___,2
________________O______O______XX_____XO___,3
________________O______OX_____XX_____XO___,3
________________OO_____OX_____XX_____XO___,2
_________X______OO_____OX_____XX_____XO___,0
_________X______OO_____OX_____XX___O_XO___,4
_________X______OO_____OX_____XX___O_XOX__,0
_________X______OO_____OX___O_XX___O_XOX__,4
_________X______OO_____OX___O_XXX__O_XOX__,0
_________X______OO___O_OX___O_XXX__O_XOX__,0
_________X____X_OO___O_OX___O_XXX__O_XOX__,6
_________X____X_OO___O_OX___O_XXX__O_XOX_O,4
_________X____X_OO___O_OXX__O_XXX__O_XOX_O,4
_________X____X_OOO__O_OXX__O_XXX__O_XOX_O,0
_______X_X____X_OOO__O_OXX__O_XXX__O_XOX_O,3
_______X_XO___X_OOO__O_OXX__O_XXX__O_XOX_O,6
_______X_XO___X_OOO__O_OXX__O_XXX_XO_XOX_O,2
__O____X_XO___X_OOO__O_OXX__O_XXX_XO_XOX_O,6
__O____X_XO___X_OOO__O_OXX_XO_XXX_XO_XOX_O,6
__O____X_XO___X_OOO_OO_OXX_XO_XXX_XO_XOX_O,3
__OX___X_XO___X_OOO_OO_OXX_XO_XXX_XO_XOX_O,0
O_OX___X_XO___X_OOO_OO_OXX_XO_XXX_XO_XOX_O,5
O_OX___X_XO___X_OOO_OO_OXX_XO_XXX_XO_XOXXO,6
O_OX___X_XO__OX_OOO_OO_OXX_XO_XXX_XO_XOXXO,5
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,5
_______________________________O______XXO_,1
_______________________________O____X_XXO_,2
_______________________________O____XOXXO_,1
_____________________________X_O____XOXXO_,5
_____________________________X_O_O__XOXXO_,1
______________________X______X_O_O__XOXXO_,1
_______________O______X______X_O_O__XOXXO_,4
_______________O______X______X_OXO__XOXXO_,4
_______________O______X__O___X_OXO__XOXXO_,4
_______________O__X___X__O___X_OXO__XOXXO_,5
_______________O__X___X__OO__X_OXO__XOXXO_,5
_______________O__XX__X__OO__X_OXO__XOXXO_,3
_______________O__XX__X_OOO__X_OXO__XOXXO_,3
_______________O_XXX__X_OOO__X_OXO__XOXXO_,6
_______________O_XXX__X_OOO__X_OXO__XOXXOO,4
___________X___O_XXX__X_OOO__X_OXO__XOXXOO,4
____O______X___O_XXX__X_OOO__X_OXO__XOXXOO,5
____O______XX__O_XXX__X_OOO__X_OXO__XOXXOO,5
____OO_____XX__O_XXX__X_OOO__X_OXO__XOXXOO,1
____OO__X__XX__O_XXX__X_OOO__X_OXO__XOXXOO,0
____OO__X__XX__O_XXX__X_OOO__X_OXO_OXOXXOO,1
_X__OO__X__XX__O_XXX__X_OOO__X_OXO_OXOXXOO,3
_X__OO__X_OXX__O_XXX__X_OOO__X_OXO_OXOXXOO,3
_X_XOO__X_OXX__O_XXX__X_OOO__X_OXO_OXOXXOO,0
_X_XOO__X_OXX__O_XXX__X_OOO_OX_OXO_OXOXXOO,0
_X_XOO__X_OXX__O_XXX_XX_OOO_OX_OXO_OXOXXOO,0
_X_XOO__X_OXX_OO_XXX_XX_OOO_OX_OXO_OXOXXOO,0
_X_XOO_XX_OXX_OO_XXX_XX_OOO_OX_OXO_OXOXXOO,0
OX_XOO_XX_OXX_OO_XXX_XX_OOO_OX_OXO_OXOXXOO,6
OX_XOO_XX_OXX_OO_XXX_XX_OOO_OX_OXOXOXOXXOO,6
__________________________________________,3
______________________________________X___,6
______________________________________X__O,2
_____________________________________XX__O,1
____________________________________OXX__O,5
____________________________________OXX_XO,4
____________________________________OXXOXO,4
________________________________X___OXXOXO,3
_______________________________OX___OXXOXO,3
________________________X______OX___OXXOXO,1
________________________X____O_OX___OXXOXO,3
_________________X______X____O_OX___OXXOXO,4
_________________X______XO___O_OX___OXXOXO,3
__________X______X______XO___O_OX___OXXOXO,3
___O______X______X______XO___O_OX___OXXOXO,1
___O______X______X____X_XO___O_OX___OXXOXO,1
___O______X____O_X____X_XO___O_OX___OXXOXO,4
___O______X____O_XX___X_XO___O_OX___OXXOXO,0
___O______X____O_XX___X_XO___O_OX__OOXXOXO,0
___O______X____O_XX___X_XO__XO_OX__OOXXOXO,6
___O______X____O_XX___X_XO__XO_OX_OOOXXOXO,6
___O______X____O_XX___X_XO_XXO_OX_OOOXXOXO,6
___O______X____O_XX_O_X_XO_XXO_OX_OOOXXOXO,0
___O______X____O_XX_OXX_XO_XXO_OX_OOOXXOXO,0
___O______X___OO_XX_OXX_XO_XXO_OX_OOOXXOXO,0
___O___X__X___OO_XX_OXX_XO_XXO_OX_OOOXXOXO,6
___O___X__X__OOO_XX_OXX_XO_XXO_OX_OOOXXOXO,5
___O___X__X__OOO_XX_OXX_XO_XXO_OXXOOOXXOXO,1
___O___XO_X__OOO_XX_OXX_XO_XXO_OXXOOOXXOXO,6
___O__XXO_X__OOO_XX_OXX_XO_XXO_OXXOOOXXOXO,4
___O__XXO_XO_OOO_XX_OXX_XO_XXO_OXXOOOXXOXO,4
___OX_XXO_XO_OOO_XX_OXX_XO_XXO_OXXOOOXXOXO,5
___OX_XXO_XO_OOO_XX_OXX_XOOXXO_OXXOOOXXOXO,5
___OX_XXO_XO_OOO_XXXOXX_XOOXXO_OXXOOOXXOXO,5
___OX_XXO_XOOOOO_XXXOXX_XOOXXO_OXXOOOXXOXO,1
_X_OX_XXO_XOOOOO_XXXOXX_XOOXXO_OXXOOOXXOXO,2
_X_OX_XXO_XOOOOO_XXXOXX_XOOXXOOOXXOOOXXOXO,2
__________________________________________,3
______________________________________X___,4
______________________________________XO__,4
________________________________X_____XO__,3
_______________________________OX_____XO__,4
_________________________X_____OX_____XO__,3
________________________OX_____OX_____XO__,4
__________________X_____OX_____OX_____XO__,4
___________O______X_____OX_____OX_____XO__,3
___________O_____XX_____OX_____OX_____XO__,0
___________O_____XX_____OX_____OX__O__XO__,0
___________O_____XX_____OX__X__OX__O__XO__,0
___________O_____XX__O__OX__X__OX__O__XO__,0
___________O__X__XX__O__OX__X__OX__O__XO__,3
__________OO__X__XX__O__OX__X__OX__O__XO__,6
__________OO__X__XX__O__OX__X__OX__O__XO_X,2
__________OO__X__XX__O__OX__X__OX__O_OXO_X,6
__________OO__X__XX__O__OX__X__OX_XO_OXO_X,6
__________OO__X__XX__O__OX_OX__OX_XO_OXO_X,6
__________OO__X__XX_XO__OX_OX__OX_XO_OXO_X,2
__________OO__X__XX_XO__OX_OX_OOX_XO_OXO_X,2
__________OO__X__XX_XO_XOX_OX_OOX_XO_OXO_X,2
__________OO__X_OXX_XO_XOX_OX_OOX_XO_OXO_X,4
____X_____OO__X_OXX_XO_XOX_OX_OOX_XO_OXO_X,2
____X____OOO__X_OXX_XO_XOX_OX_OOX_XO_OXO_X,3
___XX____OOO__X_OXX_XO_XOX_OX_OOX_XO_OXO_X,1
___XX____OOO__X_OXX_XO_XOX_OX_OOX_XOOOXO_X,5
___XX____OOO__X_OXX_XO_XOX_OX_OOX_XOOOXOXX,5
___XX____OOO__X_OXX_XO_XOX_OX_OOXOXOOOXOXX,5
